Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-19 04:00:00-04:00,2.47,2.47,2.46,2.46,0,0.0,0.0,0.0
2024-08-19 05:00:00-04:00,2.46,2.47,2.46,2.47,0,0.0,0.0,0.0
2024-08-19 06:00:00-04:00,2.47,2.47,2.42,2.44,0,0.0,0.0,0.0
2024-08-19 07:00:00-04:00,2.44,2.44,2.43,2.43,0,0.0,0.0,0.0
2024-08-19 08:00:00-04:00,2.43,2.45,2.42,2.43,0,0.0,0.0,0.0
2024-08-19 09:00:00-04:00,2.43,2.45,2.43,2.445,0,0.0,0.0,0.0
2024-08-19 09:30:00-04:00,2.450000047683716,2.45989990234375,2.4126999378204346,2.424999952316284,1255009,0.0,0.0,0.0
2024-08-19 10:30:00-04:00,2.424999952316284,2.4451000690460205,2.4200000762939453,2.434999942779541,902792,0.0,0.0,0.0
2024-08-19 11:30:00-04:00,2.434999942779541,2.450000047683716,2.4200000762939453,2.438999891281128,792735,0.0,0.0,0.0
2024-08-19 12:30:00-04:00,2.434999942779541,2.450000047683716,2.430000066757202,2.450000047683716,659379,0.0,0.0,0.0
2024-08-19 13:30:00-04:00,2.449700117111206,2.4800000190734863,2.440000057220459,2.450000047683716,789280,0.0,0.0,0.0
2024-08-19 14:30:00-04:00,2.4451000690460205,2.467600107192993,2.4451000690460205,2.45989990234375,2274463,0.0,0.0,0.0
2024-08-19 15:30:00-04:00,2.4590001106262207,2.4600000381469727,2.450000047683716,2.4549999237060547,438217,0.0,0.0,0.0
2024-08-19 16:00:00-04:00,2.46,2.48,2.45,2.48,0,0.0,0.0,0.0
2024-08-19 17:00:00-04:00,2.48,2.48,2.46,2.48,0,0.0,0.0,0.0
2024-08-19 18:00:00-04:00,2.48,2.48,2.46,2.46,0,0.0,0.0,0.0
2024-08-19 19:00:00-04:00,2.48,2.49,2.46,2.485,0,0.0,0.0,0.0
