Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-06 04:00:00-04:00,401.55,402.55,399.4,400.94,0,0.0,0.0
2024-08-06 05:00:00-04:00,400.95,401.59,396.83,398.4,0,0.0,0.0
2024-08-06 06:00:00-04:00,398.4,399.0,396.34,399.0,0,0.0,0.0
2024-08-06 07:00:00-04:00,398.95,401.2,398.94,399.88,0,0.0,0.0
2024-08-06 08:00:00-04:00,400.46,404.99,396.137,399.75,0,0.0,0.0
2024-08-06 09:00:00-04:00,399.7,414.11,397.39,400.13,0,0.0,0.0
2024-08-06 09:30:00-04:00,400.2349853515625,403.2200012207031,398.5050048828125,401.8949890136719,5736849,0.0,0.0
2024-08-06 10:30:00-04:00,401.92498779296875,404.81500244140625,401.1099853515625,401.239990234375,3270740,0.0,0.0
2024-08-06 11:30:00-04:00,401.18499755859375,405.5799865722656,401.1600036621094,403.9949951171875,1679134,0.0,0.0
2024-08-06 12:30:00-04:00,404.04998779296875,405.6700134277344,403.2200012207031,403.739990234375,1477360,0.0,0.0
2024-08-06 13:30:00-04:00,403.82000732421875,404.3900146484375,403.1099853515625,404.3367919921875,1344302,0.0,0.0
2024-08-06 14:30:00-04:00,404.3399963378906,404.7799987792969,400.8399963378906,401.8699951171875,2256254,0.0,0.0
2024-08-06 15:30:00-04:00,401.92999267578125,402.125,399.2300109863281,399.42999267578125,2930138,0.0,0.0
2024-08-06 16:00:00-04:00,399.42,422.168,372.5399,397.78,0,0.0,0.0
2024-08-06 17:00:00-04:00,397.87,421.2442,387.7944,396.66,0,0.0,0.0
2024-08-06 18:00:00-04:00,396.46,399.61,396.15,397.78,0,0.0,0.0
2024-08-06 19:00:00-04:00,397.93,399.02,397.05,397.3001,0,0.0,0.0
2024-08-07 04:00:00-04:00,402.22,403.8,401.75,403.55,0,0.0,0.0
2024-08-07 05:00:00-04:00,403.69,406.09,403.19,406.02,0,0.0,0.0
2024-08-07 06:00:00-04:00,406.01,406.68,405.47,406.34,0,0.0,0.0
2024-08-07 07:00:00-04:00,406.43,407.2,406.31,406.9,0,0.0,0.0
2024-08-07 08:00:00-04:00,406.89,459.28,387.58,407.0,0,0.0,0.0
2024-08-07 09:00:00-04:00,407.18,409.5,400.075,408.85,0,0.0,0.0
2024-08-07 09:30:00-04:00,408.635009765625,410.04998779296875,406.92999267578125,408.45001220703125,3936839,0.0,0.0
2024-08-07 10:30:00-04:00,408.4200134277344,409.4991149902344,406.5,407.2200012207031,1816375,0.0,0.0
2024-08-07 11:30:00-04:00,407.25,407.6600036621094,403.3900146484375,404.75,1854323,0.0,0.0
2024-08-07 12:30:00-04:00,404.7449951171875,404.8399963378906,400.0899963378906,401.1700134277344,1944323,0.0,0.0
2024-08-07 13:30:00-04:00,401.17498779296875,402.1000061035156,399.20001220703125,400.05999755859375,2030046,0.0,0.0
2024-08-07 14:30:00-04:00,399.9800109863281,401.04998779296875,398.260009765625,400.1217956542969,2130825,0.0,0.0
2024-08-07 15:30:00-04:00,400.0,400.7099914550781,397.4700012207031,398.20001220703125,2139089,0.0,0.0
2024-08-07 16:00:00-04:00,398.4,421.1313,385.4245,395.79,0,0.0,0.0
2024-08-07 17:00:00-04:00,395.545,418.8716,395.11,396.26,0,0.0,0.0
2024-08-07 18:00:00-04:00,396.0,398.0,396.0,397.555,0,0.0,0.0
2024-08-07 19:00:00-04:00,397.19,418.8716,393.75,394.0,0,0.0,0.0
2024-08-08 04:00:00-04:00,397.85,398.15,396.43,397.5,0,0.0,0.0
2024-08-08 05:00:00-04:00,397.64,399.84,397.51,399.08,0,0.0,0.0
2024-08-08 06:00:00-04:00,398.99,399.68,398.2,399.49,0,0.0,0.0
2024-08-08 07:00:00-04:00,399.4,399.65,397.94,398.8,0,0.0,0.0
2024-08-08 08:00:00-04:00,398.87,399.95,397.0112,399.79,0,0.0,0.0
2024-08-08 09:00:00-04:00,399.8,408.145,399.8,402.44,0,0.0,0.0
2024-08-08 09:30:00-04:00,402.3999938964844,405.67999267578125,399.9407043457031,405.44500732421875,3498367,0.0,0.0
2024-08-08 10:30:00-04:00,405.44500732421875,405.8599853515625,402.29998779296875,403.2250061035156,2140891,0.0,0.0
2024-08-08 11:30:00-04:00,403.2300109863281,404.75,402.1000061035156,402.79400634765625,1284808,0.0,0.0
2024-08-08 12:30:00-04:00,402.79998779296875,404.0799865722656,401.1700134277344,403.7986145019531,1169976,0.0,0.0
2024-08-08 13:30:00-04:00,403.94000244140625,405.57000732421875,403.7799987792969,404.3500061035156,1224520,0.0,0.0
2024-08-08 14:30:00-04:00,404.3599853515625,405.25,401.4700012207031,401.489990234375,2131781,0.0,0.0
2024-08-08 15:30:00-04:00,401.6000061035156,403.30999755859375,400.25,403.0199890136719,2226559,0.0,0.0
2024-08-08 16:00:00-04:00,402.69,423.205,380.5356,403.78,0,0.0,0.0
2024-08-08 17:00:00-04:00,403.82,404.0,400.2453,403.7,0,0.0,0.0
2024-08-08 18:00:00-04:00,403.32,403.98,403.11,403.79,0,0.0,0.0
2024-08-08 19:00:00-04:00,403.97,404.91,403.6,404.85,0,0.0,0.0
